,state_name,state_id,month,AQI,lat,lng,density,population,Category,Commercial Consumption,Delivered to Consumers,Electric Power Consumption,Industrial Consumption,Residential Consumption,Vehicle Fuel Consumption,total
0,Alabama,AL,1,37,33.3173,-86.8356,412,52337600,Good,4318.0,66776.0,33995.0,20837.0,7619.0,6.0,133551.0
1,Alabama,AL,2,38,33.2297,-86.8105,414,48578333,Good,4050.0,57466.0,27255.0,19136.0,7020.0,6.0,114933.0
2,Alabama,AL,3,43,33.1279,-86.8814,435,60388837,Good,2206.0,51858.0,25905.0,20281.0,3461.0,6.0,103717.0
3,Alabama,AL,4,47,33.1279,-86.8814,435,58440810,Good,1914.0,48085.0,24456.0,19521.0,2189.0,6.0,96171.0
4,Alabama,AL,5,44,33.1231,-86.8856,437,60374774,Good,1439.0,50999.0,28957.0,19305.0,1293.0,6.0,101999.0
5,Alabama,AL,6,38,33.1279,-86.8814,435,58440810,Good,1181.0,57789.0,37057.0,18726.0,820.0,6.0,115579.0
6,Alabama,AL,7,39,33.1369,-86.8778,435,60362259,Good,1175.0,59560.0,38385.0,19238.0,756.0,6.0,119120.0
7,Alabama,AL,8,42,33.1135,-86.8943,439,60346648,Good,1142.0,62011.0,40819.0,19327.0,717.0,6.0,124022.0
8,Alabama,AL,9,37,33.1279,-86.8814,435,58440810,Good,1245.0,54765.0,33860.0,18917.0,737.0,6.0,109530.0
9,Alabama,AL,10,37,33.146,-86.8742,435,60335681,Good,1876.0,54521.0,31870.0,19652.0,1116.0,6.0,109041.0
10,Alabama,AL,11,38,33.2614,-86.8268,414,52910666,Good,2521.0,57839.0,33914.0,19100.0,2298.0,6.0,115678.0
11,Alabama,AL,12,34,33.3429,-86.7456,410,55791569,Good,2644.0,59650.0,33767.0,19032.0,4201.0,6.0,119300.0
12,Alaska,AK,1,58,61.4802,-143.6454,150,10699991,Moderate,1994.0,7622.0,2204.0,774.0,2649.0,0.0,15243.0
13,Alaska,AK,2,42,61.4802,-143.6454,150,9664508,Good,2153.0,7685.0,2068.0,668.0,2796.0,0.0,15370.0
14,Alaska,AK,3,29,61.4802,-143.6454,150,10699991,Good,2118.0,7858.0,2122.0,892.0,2725.0,0.0,15715.0
15,Alaska,AK,4,31,61.6964,-144.322,161,10162236,Good,1426.0,5978.0,1945.0,892.0,1715.0,0.0,11956.0
16,Alaska,AK,5,24,61.4802,-143.6454,150,10699991,Good,909.0,4644.0,1884.0,850.0,1001.0,0.0,9288.0
17,Alaska,AK,6,21,61.4802,-143.6454,150,10354830,Good,563.0,3676.0,1951.0,524.0,638.0,0.0,7352.0
18,Alaska,AK,7,29,61.4802,-143.6454,150,10699991,Good,491.0,3715.0,2222.0,439.0,562.0,0.0,7429.0
19,Alaska,AK,8,19,61.5467,-143.8536,153,10635793,Good,616.0,4139.0,2356.0,543.0,625.0,0.0,8279.0
20,Alaska,AK,9,18,61.4802,-143.6454,150,10354830,Good,857.0,4282.0,1863.0,485.0,1076.0,0.0,8563.0
21,Alaska,AK,10,26,61.4802,-143.6454,150,10699991,Good,1316.0,6131.0,2143.0,923.0,1749.0,0.0,12262.0
22,Alaska,AK,11,39,61.4802,-143.6454,150,10354830,Good,2136.0,13722.0,2339.0,6268.0,2979.0,0.0,27444.0
23,Alaska,AK,12,49,61.4802,-143.6454,150,10699991,Good,2239.0,15351.0,2414.0,7677.0,3021.0,0.0,30702.0
24,Arizona,AZ,1,52,33.2722,-111.7838,463,168468725,Moderate,4645.0,42950.0,27579.0,2143.0,8406.0,176.0,85899.0
25,Arizona,AZ,2,42,33.3992,-111.848,454,153338801,Good,4108.0,28948.0,16292.0,1844.0,6545.0,159.0,57896.0
26,Arizona,AZ,3,58,33.3996,-111.8482,454,169772615,Moderate,3379.0,34099.0,23200.0,1864.0,5480.0,176.0,68198.0
27,Arizona,AZ,4,65,33.4034,-111.8502,454,164338140,Moderate,2467.0,35328.0,28302.0,1554.0,2835.0,170.0,70656.0
28,Arizona,AZ,5,57,33.4034,-111.8502,454,169816078,Moderate,2356.0,38169.0,31809.0,1597.0,2231.0,176.0,76338.0
29,Arizona,AZ,6,58,33.424,-111.8594,455,164277594,Moderate,2102.0,41908.0,36739.0,1407.0,1490.0,170.0,83816.0
30,Arizona,AZ,7,56,33.41,-111.8531,454,169795896,Moderate,1959.0,50266.0,45370.0,1521.0,1240.0,176.0,100532.0
31,Arizona,AZ,8,49,33.4034,-111.8502,454,169816078,Good,1963.0,46256.0,41459.0,1393.0,1264.0,176.0,92511.0
32,Arizona,AZ,9,60,33.4034,-111.8502,454,164338140,Moderate,1977.0,39704.0,34858.0,1377.0,1322.0,170.0,79408.0
33,Arizona,AZ,10,58,33.3996,-111.8482,454,169772615,Moderate,2269.0,32592.0,26786.0,1520.0,1841.0,176.0,65184.0
34,Arizona,AZ,11,46,33.4167,-111.8428,455,164166668,Good,2691.0,28158.0,20940.0,1717.0,2640.0,170.0,56316.0
35,Arizona,AZ,12,44,33.4034,-111.8502,454,169816078,Good,3364.0,34492.0,24413.0,2004.0,4535.0,176.0,68984.0
36,Arkansas,AR,1,30,35.1338,-93.3515,538,29958106,Good,7792.0,31688.0,6942.0,9524.0,7423.0,7.0,63376.0
37,Arkansas,AR,2,36,35.1737,-93.3661,542,26937140,Good,7655.0,31140.0,7699.0,8131.0,7649.0,6.0,62280.0
38,Arkansas,AR,3,42,35.1597,-93.3612,540,29883757,Good,6775.0,32803.0,10955.0,9000.0,6066.0,7.0,65606.0
39,Arkansas,AR,4,41,35.1439,-93.3554,539,28954674,Good,4348.0,28364.0,13147.0,8828.0,2035.0,7.0,56729.0
40,Arkansas,AR,5,37,35.123,-93.3476,538,29975932,Good,3585.0,21978.0,7915.0,9090.0,1381.0,7.0,43956.0
41,Arkansas,AR,6,42,35.1326,-93.3513,539,28972500,Good,3100.0,26892.0,14689.0,8496.0,600.0,7.0,53784.0
42,Arkansas,AR,7,45,35.1433,-93.3548,539,29908739,Good,3134.0,26668.0,14470.0,8436.0,621.0,7.0,53336.0
43,Arkansas,AR,8,44,35.1375,-93.3532,539,29919409,Good,3153.0,27640.0,15645.0,8336.0,499.0,7.0,55280.0
44,Arkansas,AR,9,44,35.1326,-93.3513,539,28972500,Good,3400.0,25128.0,12804.0,8359.0,558.0,7.0,50256.0
45,Arkansas,AR,10,37,35.123,-93.3476,538,29975932,Good,3678.0,26766.0,13511.0,8774.0,796.0,7.0,53532.0
46,Arkansas,AR,11,38,35.312,-93.4017,538,28667053,Good,5221.0,33045.0,15784.0,8963.0,3072.0,7.0,66092.0
47,Arkansas,AR,12,36,35.1375,-93.3532,539,29919409,Good,5221.0,33256.0,15837.0,9050.0,3141.0,7.0,66512.0
48,California,CA,1,52,37.347,-120.8032,1680,921309236,Moderate,23555.0,195087.0,45260.0,56021.0,68090.0,2161.0,390174.0
49,California,CA,2,46,37.3497,-120.8042,1677,832172852,Good,21545.0,164201.0,39320.0,48959.0,52425.0,1952.0,328402.0
50,California,CA,3,44,37.3292,-120.7881,1681,921271979,Good,22128.0,177219.0,41649.0,56762.0,54518.0,2161.0,354437.0
51,California,CA,4,50,37.3491,-120.8046,1678,891608938,Good,17748.0,148023.0,39063.0,55790.0,33330.0,2092.0,296046.0
52,California,CA,5,54,37.3136,-120.7666,1681,920315700,Moderate,16277.0,140206.0,39330.0,54842.0,27595.0,2161.0,280411.0
53,California,CA,6,58,37.3087,-120.7481,1680,889008572,Moderate,16050.0,154963.0,58693.0,56255.0,21873.0,2092.0,309926.0
54,California,CA,7,68,37.3194,-120.757,1678,918672368,Moderate,17041.0,181926.0,84015.0,58066.0,20642.0,2161.0,363851.0
55,California,CA,8,86,37.2941,-120.7389,1680,918642725,Moderate,16316.0,175144.0,74623.0,63381.0,18663.0,2161.0,350288.0
56,California,CA,9,72,37.2802,-120.7273,1680,888992400,Moderate,19004.0,161277.0,62127.0,57168.0,20886.0,2092.0,322554.0
57,California,CA,10,56,37.2232,-120.6834,1685,918540517,Moderate,19250.0,164940.0,56664.0,62100.0,24764.0,2161.0,329879.0
58,California,CA,11,54,37.2829,-120.7299,1680,888874275,Moderate,22426.0,164762.0,51454.0,53952.0,34838.0,2092.0,329524.0
59,California,CA,12,50,37.3167,-120.7555,1677,918681007,Good,28678.0,214732.0,53883.0,58322.0,71687.0,2161.0,429463.0
60,Colorado,CO,1,40,39.5061,-106.0894,947,127707002,Good,9303.0,51840.0,10002.0,9194.0,23191.0,150.0,103680.0
61,Colorado,CO,2,43,39.5031,-106.0891,951,115188646,Good,8920.0,49636.0,9491.0,8697.0,22393.0,135.0,99272.0
62,Colorado,CO,3,46,39.5104,-106.0945,948,127564276,Good,7333.0,40430.0,7086.0,8816.0,17046.0,150.0,80861.0
63,Colorado,CO,4,46,39.509,-106.0928,947,123495340,Good,5038.0,31445.0,7531.0,7482.0,11250.0,145.0,62891.0
64,Colorado,CO,5,48,39.5061,-106.0894,947,127707002,Good,3466.0,25953.0,9312.0,6074.0,6951.0,150.0,51906.0
65,Colorado,CO,6,60,39.509,-106.0928,947,123495340,Moderate,1850.0,22246.0,11478.0,5417.0,3355.0,145.0,44491.0
66,Colorado,CO,7,81,39.475,-106.0566,949,128381488,Moderate,1767.0,23918.0,13930.0,5378.0,2692.0,150.0,47835.0
67,Colorado,CO,8,72,39.4274,-105.9995,942,130094200,Moderate,1646.0,23308.0,13049.0,5549.0,2914.0,150.0,46616.0
68,Colorado,CO,9,55,39.446,-106.0175,939,125636230,Moderate,1859.0,21318.0,10179.0,5837.0,3298.0,145.0,42636.0
69,Colorado,CO,10,38,39.4339,-106.003,937,130276070,Good,3523.0,25816.0,7302.0,7116.0,7725.0,150.0,51632.0
70,Colorado,CO,11,36,39.4229,-105.9913,938,126336812,Good,5686.0,36185.0,8892.0,8141.0,13321.0,145.0,72370.0
71,Colorado,CO,12,37,39.4266,-105.9825,940,130516013,Good,8790.0,47161.0,8037.0,9001.0,21184.0,150.0,94323.0
72,Connecticut,CT,1,36,41.5307,-72.804,1954,82770620,Good,8258.0,33290.0,12780.0,2502.0,9733.0,17.0,66580.0
73,Connecticut,CT,2,38,41.5354,-72.8087,1952,72459272,Good,7590.0,30523.0,11856.0,2263.0,8799.0,15.0,61046.0
74,Connecticut,CT,3,42,41.5307,-72.804,1954,82770620,Good,6102.0,28221.0,13284.0,2039.0,6780.0,17.0,56443.0
75,Connecticut,CT,4,44,41.5307,-72.804,1954,80100600,Good,4189.0,19982.0,10261.0,1590.0,3926.0,16.0,39964.0
76,Connecticut,CT,5,45,41.5307,-72.804,1954,82770620,Good,2829.0,18308.0,11528.0,1674.0,2260.0,17.0,36616.0
77,Connecticut,CT,6,57,41.5307,-72.804,1954,80100600,Moderate,2212.0,20933.0,15717.0,1546.0,1442.0,16.0,41866.0
78,Connecticut,CT,7,54,41.5307,-72.804,1954,82770620,Moderate,2417.0,20580.0,15383.0,1633.0,1130.0,17.0,41160.0
79,Connecticut,CT,8,54,41.5287,-72.8019,1964,82736361,Moderate,2544.0,22339.0,17172.0,1593.0,1013.0,17.0,44678.0
80,Connecticut,CT,9,36,41.5307,-72.804,1954,80100600,Good,2490.0,19053.0,13723.0,1666.0,1157.0,16.0,38105.0
81,Connecticut,CT,10,29,41.5307,-72.804,1954,82770620,Good,3181.0,18597.0,12012.0,1598.0,1790.0,17.0,37195.0
82,Connecticut,CT,11,35,41.5307,-72.804,1954,80100600,Good,4922.0,28025.0,16033.0,2281.0,4772.0,16.0,56049.0
83,Connecticut,CT,12,38,41.5307,-72.804,1954,82770620,Good,6796.0,29797.0,13746.0,2166.0,7073.0,17.0,59595.0
84,Delaware,DE,1,36,39.161,-75.5202,617,3903861,Good,1681.0,8101.0,191.0,3756.0,2474.0,0.0,16203.0
85,Delaware,DE,2,38,39.161,-75.5202,617,3148275,Good,1580.0,8051.0,718.0,3409.0,2345.0,0.0,16103.0
86,Delaware,DE,3,38,39.161,-75.5202,617,3651999,Good,1042.0,5603.0,413.0,2600.0,1548.0,0.0,11206.0
87,Delaware,DE,4,44,39.161,-75.5202,617,3777930,Good,1063.0,5288.0,922.0,2444.0,859.0,0.0,10576.0
88,Delaware,DE,5,47,39.161,-75.5202,617,3903861,Good,473.0,5180.0,1748.0,2524.0,435.0,0.0,10360.0
89,Delaware,DE,6,41,39.161,-75.5202,617,3777930,Good,383.0,6576.0,3700.0,2245.0,249.0,0.0,13153.0
90,Delaware,DE,7,50,39.161,-75.5202,617,3903861,Good,404.0,6898.0,3976.0,2330.0,188.0,0.0,13796.0
91,Delaware,DE,8,41,39.161,-75.5202,617,3903861,Good,415.0,7365.0,4404.0,2365.0,181.0,0.0,14730.0
92,Delaware,DE,9,38,39.161,-75.5202,617,3777930,Good,439.0,4846.0,1754.0,2449.0,202.0,0.0,9690.0
93,District of Columbia,DC,1,43,38.9047,-77.0163,4434,157076163,Good,2111.0,4355.0,,,2221.0,23.0,8710.0
94,District of Columbia,DC,2,51,38.9047,-77.0163,4434,141875244,Moderate,2125.0,4320.0,,,2174.0,21.0,8640.0
95,District of Columbia,DC,3,47,38.9047,-77.0163,4434,157076163,Good,1596.0,3055.0,,,1436.0,23.0,6110.0
96,District of Columbia,DC,4,50,38.9047,-77.0163,4434,152009190,Good,1145.0,2038.0,,,870.0,23.0,4076.0
97,District of Columbia,DC,5,57,38.9047,-77.0163,4434,157076163,Moderate,740.0,1269.0,,,506.0,23.0,2538.0
98,District of Columbia,DC,6,51,38.9047,-77.0163,4434,152009190,Moderate,632.0,949.0,,,294.0,23.0,1898.0
99,District of Columbia,DC,7,69,38.9047,-77.0163,4434,157076163,Moderate,589.0,872.0,,,260.0,23.0,1744.0
100,District of Columbia,DC,8,60,38.9047,-77.0163,4434,157076163,Moderate,752.0,999.0,,,224.0,23.0,1998.0
101,District of Columbia,DC,9,44,38.9047,-77.0163,4434,152009190,Good,675.0,955.0,,,257.0,23.0,1910.0
102,District of Columbia,DC,10,38,38.9047,-77.0163,4434,157076163,Good,937.0,1292.0,,,331.0,23.0,2583.0
103,District of Columbia,DC,11,42,38.9047,-77.0163,4434,152009190,Good,1826.0,3233.0,,,1385.0,23.0,6467.0
104,District of Columbia,DC,12,47,38.9047,-77.0163,4434,157076163,Good,1630.0,3218.0,,,1564.0,23.0,6435.0
105,Florida,FL,1,38,28.6042,-82.4005,822,479671509,Good,6290.0,111798.0,90599.0,11380.0,3042.0,486.0,223595.0
106,Florida,FL,2,36,28.6049,-82.4052,823,433171044,Good,5879.0,105130.0,86366.0,9920.0,2525.0,439.0,210259.0
107,Florida,FL,3,41,28.6002,-82.3988,822,479722630,Good,5588.0,113941.0,94000.0,11842.0,2024.0,486.0,227881.0
108,Florida,FL,4,47,28.6026,-82.3991,822,464259480,Good,5471.0,116367.0,97046.0,11578.0,1801.0,471.0,232734.0
109,Florida,FL,5,44,28.6019,-82.3987,823,479561640,Good,5194.0,134914.0,116654.0,11205.0,1375.0,486.0,269828.0
110,Florida,FL,6,33,28.6043,-82.3999,823,463947611,Good,4745.0,137734.0,120858.0,10522.0,1138.0,471.0,275468.0
111,Florida,FL,7,34,28.5845,-82.4156,834,479213444,Good,4596.0,151178.0,134201.0,10901.0,993.0,486.0,302355.0
112,Florida,FL,8,36,28.5912,-82.4223,832,479369053,Good,4467.0,157558.0,139901.0,11784.0,920.0,486.0,315116.0
113,Florida,FL,9,36,28.6063,-82.4001,822,464237730,Good,4636.0,143667.0,127392.0,10214.0,953.0,471.0,287333.0
114,Florida,FL,10,36,28.6038,-82.4019,822,479709183,Good,4673.0,137954.0,121001.0,10763.0,1031.0,486.0,275908.0
115,Florida,FL,11,37,28.6043,-82.4006,822,464196193,Good,5553.0,110625.0,92050.0,11024.0,1527.0,471.0,221250.0
116,Florida,FL,12,37,28.6026,-82.3991,822,479734796,Good,5908.0,115658.0,96851.0,10338.0,2075.0,486.0,231316.0
117,Georgia,GA,1,35,32.8602,-83.5619,536,215154990,Good,9250.0,82877.0,33384.0,15383.0,24731.0,129.0,165754.0
118,Georgia,GA,2,33,32.8686,-83.5674,537,194390291,Good,8044.0,66158.0,23388.0,13571.0,21038.0,116.0,132315.0
119,Georgia,GA,3,45,32.9262,-83.6939,523,217938771,Good,5096.0,56254.0,24894.0,13800.0,12336.0,129.0,112509.0
120,Georgia,GA,4,47,32.9242,-83.6802,524,210568794,Good,3745.0,56317.0,30629.0,13516.0,8303.0,125.0,112635.0
121,Georgia,GA,5,42,32.9482,-83.7036,524,217795072,Good,2714.0,53520.0,32308.0,12829.0,5540.0,129.0,107040.0
122,Georgia,GA,6,35,32.939,-83.6937,521,210244102,Good,2272.0,56826.0,38064.0,12008.0,4358.0,125.0,113653.0
123,Georgia,GA,7,38,32.9368,-83.6983,524,218025336,Good,2237.0,59523.0,40348.0,12568.0,4241.0,129.0,119046.0
124,Georgia,GA,8,39,32.9495,-83.6888,522,217027705,Good,2205.0,61399.0,41662.0,13045.0,4358.0,129.0,122798.0
125,Georgia,GA,9,38,32.9434,-83.6975,523,210824998,Good,2252.0,52649.0,33174.0,12660.0,4438.0,125.0,105298.0
126,Georgia,GA,10,35,32.9291,-83.6959,524,217975988,Good,3016.0,57555.0,35053.0,13061.0,6297.0,129.0,115111.0
127,Georgia,GA,11,41,32.7464,-83.4266,526,207670691,Good,6263.0,72311.0,34788.0,15225.0,15911.0,125.0,144623.0
128,Georgia,GA,12,43,32.7315,-83.425,527,214054767,Good,5988.0,71431.0,35857.0,14338.0,15118.0,129.0,142861.0
129,Hawaii,HI,1,20,20.8836,-156.9662,504,2641262,Good,148.0,212.0,,7.0,57.0,0.0,424.0
130,Hawaii,HI,2,19,20.8836,-156.9662,504,2385656,Good,140.0,200.0,,7.0,52.0,0.0,399.0
131,Hawaii,HI,3,19,20.8836,-156.9662,504,2641262,Good,156.0,221.0,,10.0,54.0,0.0,441.0
132,Hawaii,HI,4,16,20.8836,-156.9662,504,2556060,Good,177.0,247.0,,10.0,60.0,0.0,494.0
133,Hawaii,HI,5,15,20.8836,-156.9662,504,2641262,Good,159.0,216.0,,9.0,49.0,0.0,433.0
134,Hawaii,HI,6,12,20.8836,-156.9662,504,2556060,Good,184.0,244.0,,10.0,50.0,0.0,488.0
135,Hawaii,HI,7,14,20.8836,-156.9662,504,2641262,Good,179.0,239.0,,9.0,51.0,0.0,478.0
136,Hawaii,HI,8,14,20.8836,-156.9662,504,2641262,Good,199.0,255.0,,9.0,47.0,0.0,510.0
137,Hawaii,HI,9,13,20.8836,-156.9662,504,2556060,Good,183.0,242.0,,8.0,51.0,0.0,484.0
138,Hawaii,HI,10,18,20.8841,-156.989,490,2521290,Good,174.0,230.0,,8.0,48.0,0.0,460.0
139,Hawaii,HI,11,17,20.8836,-156.9662,504,2556060,Good,175.0,231.0,,9.0,48.0,0.0,463.0
140,Hawaii,HI,12,16,20.8705,-156.9403,505,2631301,Good,185.0,245.0,,8.0,52.0,0.0,490.0
141,Idaho,ID,1,28,45.2352,-115.0954,961,12849386,Good,3065.0,15363.0,2850.0,4064.0,5378.0,6.0,30726.0
142,Idaho,ID,2,22,45.1936,-115.0761,958,11652368,Good,2815.0,13852.0,2704.0,3540.0,4788.0,5.0,27704.0
143,Idaho,ID,3,26,45.1936,-115.0761,958,12900836,Good,2236.0,12471.0,3194.0,3529.0,3506.0,6.0,24942.0
144,Idaho,ID,4,27,45.2006,-115.0794,959,12476105,Good,1515.0,9541.0,2781.0,3032.0,2209.0,6.0,19084.0
145,Idaho,ID,5,24,45.2179,-115.0851,960,12743081,Good,857.0,7511.0,2805.0,2758.0,1085.0,6.0,15022.0
146,Idaho,ID,6,29,45.2603,-115.0967,959,12259679,Good,729.0,6988.0,3225.0,2348.0,680.0,6.0,13976.0
147,Idaho,ID,7,60,45.1936,-115.0761,958,12900836,Moderate,670.0,8666.0,4991.0,2425.0,574.0,6.0,17332.0
148,Idaho,ID,8,72,45.1936,-115.0761,958,12900836,Moderate,787.0,7675.0,3827.0,2412.0,643.0,6.0,15350.0
149,Idaho,ID,9,42,45.1936,-115.0761,958,12484680,Good,1001.0,7865.0,2994.0,2981.0,883.0,6.0,15730.0
150,Idaho,ID,10,24,45.1936,-115.0761,958,12900836,Good,1578.0,9187.0,2251.0,3384.0,1968.0,6.0,18374.0
151,Idaho,ID,11,28,45.1031,-114.998,944,11888208,Good,2088.0,11912.0,2736.0,3489.0,3593.0,6.0,23824.0
152,Idaho,ID,12,22,45.1628,-115.0551,955,12556196,Good,3045.0,15403.0,2928.0,3927.0,5497.0,6.0,30806.0
153,Illinois,IL,1,40,40.417,-88.8775,1346,298757923,Good,34747.0,149635.0,12332.0,29154.0,73397.0,6.0,299271.0
154,Illinois,IL,2,44,40.3919,-88.8828,1350,269477900,Good,39198.0,152322.0,8148.0,25085.0,79886.0,5.0,304644.0
155,Illinois,IL,3,42,40.2434,-89.1046,1216,301396818,Good,26170.0,104016.0,9777.0,22771.0,45292.0,6.0,208032.0
156,Illinois,IL,4,43,40.2503,-89.0835,1221,291541697,Good,16846.0,72475.0,9211.0,19097.0,27315.0,6.0,144950.0
157,Illinois,IL,5,43,40.2434,-89.1046,1216,301396818,Good,11551.0,57041.0,7547.0,19198.0,18739.0,6.0,114082.0
158,Illinois,IL,6,52,40.2434,-89.1046,1216,291674340,Moderate,8303.0,53932.0,18650.0,17986.0,8987.0,6.0,107864.0
159,Illinois,IL,7,51,40.2434,-89.1046,1216,301396818,Moderate,8186.0,57100.0,22360.0,18517.0,8030.0,6.0,114199.0
160,Illinois,IL,8,49,40.2693,-89.1174,1233,301310648,Good,7896.0,62371.0,28593.0,18358.0,7519.0,6.0,124743.0
161,Illinois,IL,9,45,40.2434,-89.1046,1216,291674340,Good,9098.0,48926.0,13349.0,18240.0,8234.0,6.0,97853.0
162,Illinois,IL,10,35,40.2434,-89.1046,1216,301396818,Good,12272.0,62353.0,15600.0,20651.0,13824.0,6.0,124706.0
163,Illinois,IL,11,38,40.4368,-88.8829,1348,289762245,Good,20235.0,99888.0,13799.0,24249.0,41600.0,6.0,199777.0
164,Illinois,IL,12,41,40.4242,-88.888,1353,299145014,Good,28403.0,120859.0,11462.0,25618.0,55370.0,6.0,241718.0
165,Indiana,IN,1,36,40.1171,-86.3857,825,102277742,Good,14563.0,98640.0,19211.0,39131.0,25579.0,156.0,197280.0
166,Indiana,IN,2,45,40.1162,-86.3863,825,92300458,Good,16134.0,96106.0,17830.0,35698.0,26303.0,141.0,192212.0
167,Indiana,IN,3,40,40.1239,-86.3776,826,102349241,Good,9161.0,73258.0,13852.0,35366.0,14723.0,156.0,146516.0
168,Indiana,IN,4,44,40.1193,-86.3797,826,99074810,Good,5810.0,60357.0,12805.0,32716.0,8875.0,151.0,120714.0
169,Indiana,IN,5,44,40.1112,-86.3815,826,102404911,Good,4023.0,54647.0,13049.0,31752.0,5667.0,156.0,109294.0
170,Indiana,IN,6,50,40.1263,-86.3849,828,98707842,Good,2468.0,53140.0,18341.0,29919.0,2261.0,151.0,106280.0
171,Indiana,IN,7,51,40.1183,-86.3768,828,102390783,Moderate,2697.0,53781.0,18682.0,30129.0,2116.0,156.0,107561.0
172,Indiana,IN,8,46,40.1239,-86.3776,826,102349241,Good,2691.0,55944.0,21217.0,29744.0,2136.0,156.0,111888.0
173,Indiana,IN,9,42,40.1215,-86.3807,827,99030468,Good,3209.0,48548.0,14666.0,28014.0,2508.0,151.0,97096.0
174,Indiana,IN,10,34,40.1165,-86.3791,826,102399247,Good,5207.0,57170.0,17743.0,29000.0,5063.0,156.0,114339.0
175,Indiana,IN,11,35,40.1193,-86.3797,826,99074810,Good,10868.0,80485.0,19469.0,33193.0,16804.0,151.0,160970.0
176,Indiana,IN,12,35,40.1173,-86.3835,825,102364779,Good,11456.0,83913.0,18214.0,35136.0,18950.0,156.0,167825.0
177,Iowa,IA,1,44,41.876,-92.1919,624,43278051,Good,8104.0,44536.0,2276.0,22294.0,11860.0,2.0,89072.0
178,Iowa,IA,2,46,41.9078,-92.2126,632,38992357,Good,9440.0,44261.0,1228.0,19880.0,13711.0,2.0,88522.0
179,Iowa,IA,3,42,41.8854,-92.1976,628,43219766,Good,5375.0,33768.0,1947.0,19378.0,7066.0,2.0,67536.0
180,Iowa,IA,4,41,41.8768,-92.194,624,41736882,Good,3383.0,28578.0,2142.0,18862.0,4190.0,2.0,57157.0
181,Iowa,IA,5,37,41.8807,-92.195,625,43267644,Good,2397.0,23811.0,1455.0,17463.0,2494.0,2.0,47622.0
182,Iowa,IA,6,47,41.876,-92.1915,626,41857810,Good,1930.0,26386.0,5396.0,17724.0,1334.0,2.0,52772.0
183,Iowa,IA,7,53,41.8806,-92.1944,627,43230173,Moderate,1812.0,26037.0,6223.0,16976.0,1023.0,2.0,52073.0
184,Iowa,IA,8,46,41.9047,-92.2105,631,43178138,Good,1822.0,26089.0,5763.0,17538.0,964.0,2.0,52178.0
185,Iowa,IA,9,40,41.8808,-92.1947,626,41847403,Good,1755.0,24665.0,3575.0,18131.0,1202.0,2.0,49330.0
186,Iowa,IA,10,32,41.8312,-91.8581,632,41109004,Good,3303.0,27392.0,4130.0,17634.0,2323.0,2.0,54784.0
187,Iowa,IA,11,34,41.8188,-91.8359,633,39672106,Good,4994.0,36288.0,4132.0,20837.0,6324.0,2.0,72577.0
188,Iowa,IA,12,40,41.8299,-91.8158,637,40807791,Good,6603.0,41078.0,4091.0,21065.0,9316.0,2.0,82155.0
189,Kansas,KS,1,32,38.1956,-97.4793,809,20602727,Good,6150.0,32164.0,1577.0,12599.0,11760.0,78.0,64328.0
190,Kansas,KS,2,30,38.1851,-97.5415,808,18634983,Good,7143.0,34937.0,2028.0,11240.0,14455.0,71.0,69874.0
191,Kansas,KS,3,32,38.183,-97.5543,808,20607837,Good,4063.0,23795.0,2127.0,10845.0,6682.0,78.0,47590.0
192,Kansas,KS,4,37,38.1836,-97.5503,808,19950219,Good,3121.0,20455.0,2249.0,10662.0,4347.0,76.0,40910.0
193,Kansas,KS,5,28,38.1914,-97.5039,808,20629913,Good,1990.0,14745.0,963.0,9681.0,2034.0,78.0,29491.0
194,Kansas,KS,6,43,38.1617,-97.686,811,19728540,Good,1992.0,15975.0,2098.0,10724.0,1085.0,76.0,31950.0
195,Kansas,KS,7,45,38.1617,-97.686,811,20386158,Good,1842.0,17625.0,2379.0,12221.0,1105.0,78.0,35250.0
196,Kansas,KS,8,45,38.1617,-97.686,811,20386158,Good,1974.0,18690.0,2605.0,12974.0,1060.0,78.0,37381.0
197,Kansas,KS,9,41,38.1617,-97.686,811,19728540,Good,1823.0,15116.0,1716.0,10304.0,1197.0,76.0,30232.0
198,Kansas,KS,10,32,38.1617,-97.686,811,20386158,Good,2209.0,16799.0,1624.0,10470.0,2418.0,78.0,33598.0
199,Kansas,KS,11,33,38.1708,-97.633,813,19674168,Good,3926.0,22907.0,1560.0,11457.0,5889.0,76.0,45815.0
200,Kansas,KS,12,40,38.1705,-97.6347,813,20331786,Good,4777.0,27043.0,1742.0,12332.0,8114.0,78.0,54086.0
201,Kentucky,KY,1,36,37.3185,-85.8382,566,18788030,Good,6771.0,38319.0,8658.0,12752.0,10137.0,1.0,76638.0
202,Kentucky,KY,2,42,37.3252,-85.8639,571,16994496,Good,6899.0,37486.0,8158.0,11952.0,10476.0,1.0,74972.0
203,Kentucky,KY,3,42,37.3202,-85.8384,566,18866476,Good,3879.0,28061.0,8279.0,10967.0,4935.0,1.0,56122.0
204,Kentucky,KY,4,45,37.3202,-85.8384,566,18257880,Good,2418.0,21403.0,5845.0,10029.0,3109.0,1.0,42805.0
205,Kentucky,KY,5,44,37.3235,-85.8482,566,18857234,Good,1565.0,20983.0,7975.0,9767.0,1676.0,1.0,41967.0
206,Kentucky,KY,6,43,37.3202,-85.8384,566,18257880,Good,1250.0,21452.0,10431.0,8840.0,929.0,1.0,42903.0
